,Investigation.Type,Event.Date,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Report.Status,Event.Year
64036,Accident,2008-02-07,Non-Fatal,Substantial,Airplane,Cessna,Positioning,0.0,0.0,0.0,1.0,The pilot's failure to maintain control of the airplane during the landing flare/touchdown.,2008
64037,Accident,2008-02-08,Fatal,Substantial,Airplane,Wooters,Personal,3.0,0.0,0.0,0.0,"The pilot-in-command's failure to maintain aircraft control while in cruise flight.  Contributing to the accident were inadequate planning/decision, icing conditions, and continued flight into known icing conditions.",2008
64039,Accident,2008-02-08,Non-Fatal,Substantial,Airplane,Cessna,Instructional,0.0,0.0,0.0,2.0,"Separation of the turbocharger exhaust stack, which resulted in a loss of engine power.",2008
64041,Accident,2008-02-08,Non-Fatal,Substantial,Airplane,Cessna,Instructional,0.0,0.0,0.0,2.0,an in-flight collision with a bird.,2008
64042,Accident,2008-02-08,Fatal,Substantial,Airplane,CESSNA,Personal,1.0,0.0,0.0,0.0,"The pilot's continued visual flight into an area of known instrument meteorological conditions in an airplane not equipped for instrument flight, and his failure to maintain control of the airplane while maneuvering at low altitude.",2008
64044,Accident,2008-02-08,Non-Fatal,Substantial,Airplane,William P. Crowell,Personal,0.0,1.0,0.0,0.0,The failure of the pilot to maintain directional control of the airplane during final approach.,2008
64046,Accident,2008-02-08,Non-Fatal,Substantial,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,"The pilot's intentional low altitude flight and his failure to maintain clearance from the static wire.  Contributing to the accident were the static wire, the partial loss of engine power due to propeller vibration, and the muddy field in which the forced landing was made.",2008
64047,Accident,2008-02-08,Non-Fatal,Substantial,Airplane,Sonex,Personal,0.0,0.0,0.0,1.0,The pilot's failure to maintain directional control during the takeoff. Contributing was the crosswind.,2008
64048,Accident,2008-02-08,Non-Fatal,Substantial,Airplane,Piper,Instructional,0.0,0.0,0.0,2.0,"The flight instructor's failure to correct for proper runway alignment during final approach and his failure to maintain aircraft control during his subsequent go-around.  Contributing to the accident was the dual-student's failure to properly align with the runway centerline during final approach and the dark night.",2008
64049,Accident,2008-02-08,Non-Fatal,Substantial,Airplane,Cessna,Instructional,0.0,0.0,0.0,1.0,"The student pilot's improper landing flare resulting in a hard landing.  Contributing to the accident were the gusty surface winds and the student pilot's inadequate preflight planning. ",2008
64050,Accident,2008-02-09,Non-Fatal,Substantial,Airplane,Piper,Instructional,0.0,3.0,0.0,0.0,The loss of engine power for undetermined reasons.  Contributing factors were the lack of suitable terrain for the forced landing and dark night conditions.,2008
64051,Accident,2008-02-09,Non-Fatal,Substantial,Airplane,Cessna,Instructional,0.0,0.0,0.0,2.0,"The dual-student's excessive brake application, and the flight instructor's inadequate supervision of the flight.",2008
64052,Accident,2008-02-09,Non-Fatal,Substantial,Glider,Burkhart Grob,Personal,0.0,0.0,0.0,2.0,The unsuitable terrain for landing. Contributing to the accident were the pilot's encounter with turbulence and the loss of visual contact with the tow plane.,2008
64053,Accident,2008-02-09,Non-Fatal,Substantial,Airplane,Piper,Personal,0.0,0.0,0.0,3.0,The pilot's delay in aborting the landing.,2008
64054,Accident,2008-02-09,Non-Fatal,Substantial,Airplane,Plocher,Personal,0.0,0.0,0.0,1.0,"The pilot's improper flare and his failure to maintain aircraft control, resulting in the design stress limits of the nose gear being exceeded. Contributing factors in this accident was the excessive airspeed, the pilot-induced porpoise of the airplane, and the tailwind.",2008
64055,Accident,2008-02-09,Non-Fatal,Substantial,Airplane,Christen Industries,Personal,0.0,1.0,0.0,0.0,"The pilot's failure to maintain clearance/altitude while on the final leg of the traffic pattern. Contributing to the accident were the proximity of the trees to the threshold, and the lack of a displaced threshold.",2008
64056,Accident,2008-02-09,Non-Fatal,Substantial,Airplane,Cessna,Personal,0.0,0.0,1.0,0.0,"
Pilot's inaccurate fuel management resulting in fuel exhaustion.",2008
64057,Accident,2008-02-10,Non-Fatal,Substantial,Airplane,Piper,Personal,0.0,0.0,1.0,0.0,Failure of the pilot to ensure that the fuel system was purged of water prior to flight.  Contributing to the severity of injuries was the lack of shoulder restraints.,2008
64058,Accident,2008-02-10,Non-Fatal,Substantial,Airplane,Piper,Personal,0.0,0.0,0.0,1.0,Failure of the pilot to maintain a safe clearance from the terrain while manuevering for the landing surface.,2008
64059,Accident,2008-02-10,Non-Fatal,Substantial,Airplane,Cessna,Business,0.0,0.0,0.0,1.0,The collapse of the landing gear during landing rollout for undetermined reasons.,2008
64060,Accident,2008-02-10,Non-Fatal,Substantial,Airplane,Maule,Personal,0.0,0.0,0.0,1.0,The pilot's inadequate compensation for the crosswind and failure to maintain directional control during the landing roll.,2008
64061,Accident,2008-02-10,Non-Fatal,Substantial,Airplane,Beech,Personal,0.0,0.0,0.0,1.0,The pilot's failure to maintain directional control of the airplane during the landing. Contributing was the gusting wind conditions.,2008
64063,Accident,2008-02-10,Non-Fatal,Substantial,Airplane,Maule,Personal,0.0,0.0,0.0,1.0,The pilot's failure to maintain directional control during an aborted landing. Contributing to the accident were the gusty crosswind conditions.,2008
64065,Accident,2008-02-11,Fatal,Substantial,Airplane,CESSNA,Ferry,1.0,0.0,0.0,0.0,The reported loss of both engines' power during cruise for undetermined reasons.,2008
64067,Accident,2008-02-12,Non-Fatal,Substantial,Airplane,Beech,Other Work Use,0.0,0.0,0.0,2.0,"The pilot's improper decision to fly the airplane with a discharged battery, which resulted in a total electrical failure during takeoff climb.  Contributing factors were the pilot's inability to verify the landing gear position, and the impact with the runway sign.",2008
64070,Accident,2008-02-13,Fatal,Destroyed,Airplane,Piper,Positioning,1.0,0.0,0.0,0.0,The loss of pitch control during cruise flight resulting from the separation of the stabilator trim actuator due to inadequate maintenenace.,2008
64074,Accident,2008-02-13,Non-Fatal,Substantial,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,The pilot's inadequate compensation for the crosswind condition and failure to maintain directional control during landing.,2008
64075,Accident,2008-02-13,Non-Fatal,Substantial,Airplane,BEECHCRAFT,Business,0.0,0.0,0.0,2.0,"The airplane's runway excursion during landing roll following an encounter with ice.  Contributing to the accident was the ice-covered runway, and the airport personnel's lack of knowledge regarding the runway condition.",2008
64077,Accident,2008-02-14,Non-Fatal,Substantial,Airplane,Cessna,Instructional,0.0,0.0,0.0,1.0,The pilot's improper flare.,2008
64078,Accident,2008-02-14,Non-Fatal,Substantial,Airplane,Cessna,Glider Tow,0.0,0.0,0.0,1.0,The failure of the left main landing gear strut due to fatigue. Contributing to the failure was the side load placed on the landing gear while making a crosswind landing.,2008
64080,Accident,2008-02-15,Non-Fatal,Substantial,Airplane,Cessna,Instructional,0.0,0.0,0.0,1.0,The student pilot's inadequate recovery from a bounced landing.,2008
64081,Accident,2008-02-15,Non-Fatal,Substantial,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,The pilot's failure to maintain directional control during the landing roll. Contributing to the accident were the snow covered runway and sun glare light conditions.,2008
64082,Accident,2008-02-16,Fatal,Substantial,Airplane,Munson,Personal,2.0,0.0,0.0,0.0,The pilot's failure to maintain airspeed above stall (Vs) during an emergency landing that lead to a stall and uncontrolled descent. Contributing to the accident was the loss of engine power for undetermined reasons.,2008
64083,Accident,2008-02-16,Fatal,Destroyed,Airplane,LANCAIR,Personal,1.0,0.0,0.0,0.0,The pilot's failure to follow the missed approach procedure. Contributing to the accident were the fog and below landing minimums visibility conditions.,2008
64084,Accident,2008-02-16,Non-Fatal,Substantial,Gyrocraft,Stephen F. Graves,Instructional,0.0,2.0,0.0,0.0,The failure of the student to maintain directional control during a cross wind takeoff. A factor in the accident was inadequate supervision by the CFI.,2008
64085,Accident,2008-02-16,Non-Fatal,Substantial,Airplane,Steven Hardie,Personal,0.0,1.0,0.0,1.0,The pilot's failure to maintain clearance with power lines while maneuvering at a low altitude. Contributing factors included the pilot's decision to fly at low altitude and the sun glare condition.,2008
64086,Accident,2008-02-16,Non-Fatal,Substantial,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,The pilot not maintaining directional control during the landing and the ground loop the pilot encountered.  A factor was the crosswind.,2008
64087,Accident,2008-02-16,Non-Fatal,Substantial,Airplane,Clutton Eric,Personal,0.0,0.0,0.0,1.0,The pilot's failure to maintain control of the airplane during takeoff.,2008
64088,Accident,2008-02-17,Fatal,Destroyed,Airplane,Cessna,Personal,2.0,0.0,0.0,0.0,The pilot's failure to maintain clearance from the trees. Contributing to the accident was the pilot's flight into known adverse weather conditions and the low clouds and visibility.,2008
64089,Accident,2008-02-17,Non-Fatal,Substantial,Airplane,Piper,Instructional,0.0,0.0,0.0,2.0,The failure of both pilots to maintain directional control during landing and the flight instructor's inadequate supervision of the flight.,2008
64090,Accident,2008-02-17,Non-Fatal,Substantial,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,The pilot's failure to maintain alignment with the runway while landing and executing a go-around.,2008
64092,Accident,2008-02-18,Fatal,Substantial,Airplane,Wilson,Personal,1.0,0.0,0.0,0.0,"The improper installation of the fuel pump, leading to a fatigue failure of the pump's lever arm and subsequent loss of engine power. Contributing to the accident was the lack of suitable terrain for a forced landing.",2008
64097,Accident,2008-02-19,Non-Fatal,Substantial,Airplane,Cessna,Instructional,0.0,0.0,0.0,2.0,The flight instructor's inadequate remedial action. Contributing to the accident was the student pilot's failure to maintain directional control during the landing roll.,2008
64098,Accident,2008-02-19,Non-Fatal,Substantial,Airplane,Piper,Personal,0.0,0.0,0.0,2.0,The pilot's failure to maintain directional control during the landing roll.,2008
64099,Accident,2008-02-19,Non-Fatal,Substantial,Airplane,Cessna,Instructional,0.0,0.0,0.0,1.0,The student pilot's inadequate compensation for wind conditions during landing. Contributing to the accident were the gusting winds.,2008
64100,Accident,2008-02-19,Non-Fatal,Substantial,Airplane,Aviat,Personal,0.0,0.0,0.0,1.0,The pilot's failure to maintain directional control during the takeoff roll. Contributing to the accident was the gusty crosswind condition.,2008
64102,Accident,2008-02-20,Non-Fatal,Substantial,Airplane,Raytheon,Personal,0.0,0.0,0.0,1.0,"The pilot's decision to depart with a known deficiency with the engine, which resulted in a loss of engine power.  Contributing to the accident was the loss of engine power due to the failure of the engine-driven fuel pump.",2008
64103,Accident,2008-02-21,Fatal,Substantial,Airplane,PIPER AIRCRAFT INC,Ferry,1.0,0.0,0.0,0.0,The pilot's decision to fly into an area of forecast weather suitable for structural icing.  Contributing to the accident was the effect of the structural icing encountered.,2008
64104,Accident,2008-02-21,Non-Fatal,Substantial,Airplane,Learjet,Positioning,0.0,0.0,0.0,5.0,The captain's inadequate compensation for wind conditions during the landing flare/touchdown. Contributing to the accident were a crosswind and windshear.,2008
64105,Accident,2008-02-21,Non-Fatal,Substantial,Airplane,Christer,Personal,0.0,0.0,1.0,1.0,A loss of engine power due to the pilot/owner's improper installation of a new ignition/fuel control system for the engine. Contributing was the unsuitable terrain for a forced landing.,2008
64106,Accident,2008-02-22,Non-Fatal,Substantial,Airplane,Raytheon Aircraft Company,Executive/corporate,0.0,3.0,2.0,15.0,"The flight crew's failure to execute a missed approach, which resulted in a runway excursion after landing. Contributing to the accident were the inoperative lights, weather conditions below published approach minimums, and the slush contaminated runway.",2008
64107,Accident,2008-02-22,Fatal,Substantial,Airplane,BEECH,Business,2.0,0.0,0.0,0.0,The pilot's failure to maintain the proper approach course for undetermined reasons.,2008
64108,Accident,2008-02-23,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,1.0,0.0,1.0,A loss of engine power while on final approach due to multiple grounding faults in the ignition system as a result of poor ignition system maintenance.,2008
64109,Accident,2008-02-23,Non-Fatal,Substantial,Airplane,Hardy,Personal,0.0,0.0,0.0,1.0,The pilot's failure to maintain directional control. Contributing to the accident was the gusty crosswind.,2008
64110,Accident,2008-02-23,Non-Fatal,Substantial,Airplane,RANS,Personal,0.0,0.0,0.0,1.0,The pilot's failure to maintain directional control and his inadequate compensation for the crosswind conditions.  Factors included the pilot's lack of experience in the make and model of the airplane and the crosswind gust.,2008
64111,Accident,2008-02-23,Non-Fatal,Substantial,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,"The left wing skin ""fabric patch"" separated from the wing ribs and spars for an undetermined reason.",2008
64114,Accident,2008-02-24,Non-Fatal,Substantial,Airplane,Shaffer,Personal,0.0,0.0,0.0,1.0,The loss of engine power for undetermined reasons during takeoff.,2008
64115,Accident,2008-02-25,Non-Fatal,Substantial,Airplane,Waco,Personal,0.0,1.0,0.0,0.0,The pilot's improper use of brakes during the landing roll.,2008
64117,Accident,2008-02-25,Non-Fatal,Substantial,Airplane,Piper,Personal,0.0,0.0,0.0,3.0,The pilot's failure to maintain clearance/altitude while on the final leg of the approach.,2008
64118,Accident,2008-02-26,Non-Fatal,Substantial,Airplane,Bartle,Personal,0.0,0.0,3.0,1.0,A total loss of engine power while on approach due to the electrical overload of a fuse caused by the builder's inadequate design and installation of the electrical ignition system.,2008
64120,Accident,2008-02-26,Non-Fatal,Substantial,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,The pilot's failure to maintain directional control of the tail wheel-equipped airplane during the flare/touchdown phase of a three-point landing.,2008
64121,Accident,2008-02-26,Non-Fatal,Substantial,Airplane,BEECH,Personal,0.0,0.0,0.0,2.0,The loss of propeller thrust due to the unseating of an internal propeller hub bushing. Contributing to the accident was the manufacturer's inadequate procedure to secure the bushing.,2008
64123,Accident,2008-02-27,Fatal,Substantial,Airplane,CESSNA,Personal,1.0,0.0,0.0,0.0,"The pilot's failure to maintain adequate airspeed to prevent a stall while maneuvering, which resulted in an uncontrolled descent and collision with terrain.",2008
64125,Accident,2008-02-27,Non-Fatal,Substantial,Airplane,Cessna,Personal,0.0,2.0,1.0,0.0,"The pilot's inadequate in-flight decision by failing to refuel, resulting in fuel exhaustion and the loss of engine power.",2008
64126,Accident,2008-02-27,Non-Fatal,Substantial,Airplane,Piper,Instructional,0.0,0.0,0.0,2.0,"The flight crew's inadvertent retraction of the landing gear during the landing roll, and the flight instructor's inadequate supervision of the flight.",2008
64127,Accident,2008-02-28,Fatal,Destroyed,Airplane,MOONEY,Personal,3.0,0.0,0.0,0.0,"The pilot's failure to maintain airspeed and aircraft control, resulting in an aerodynamic stall.",2008
64129,Accident,2008-02-28,Non-Fatal,Substantial,Airplane,Beech,Personal,0.0,0.0,0.0,1.0,"The pilot's improper flare, which resulted in a hard landing during the first attempt, and subsequent collapse of the nose landing gear during the second landing attempt. Contributing to the accident was the wind gusts.",2008
64130,Accident,2008-02-29,Non-Fatal,Substantial,Airplane,Cessna,Personal,0.0,0.0,0.0,1.0,The pilot's continued operation with a known mechanical problem and failure to maintain directional control.,2008
64131,Accident,2008-02-29,Non-Fatal,Substantial,Airplane,Piper,Instructional,0.0,0.0,0.0,1.0,The student pilot's failure to maintain directional control of the airplane during an aborted takeoff.,2008
64133,Accident,2008-03-01,Fatal,Destroyed,Airplane,Ulrich Christen,Personal,3.0,0.0,1.0,0.0,The pilot of the Velocitys failure to see and avoid the flight of four RV-8s that had landed and were in the process of clearing the runway.,2008
64135,Accident,2008-03-01,Non-Fatal,Substantial,Airplane,Diamond Aircraft Industries,Personal,0.0,0.0,0.0,1.0,A loss of engine power for undetermined reasons.,2008
